max_strain,LN,EQ_MKZ,EQ_HH,NL_MKZ,NL_HH
0.0748604,3.073768539,-1.603775974,-1.603780921,-2.093331862,-2.095714198
0.0073959,1.222510214,-0.14352024,-0.143533746,-0.340834194,-0.343256503
0.0426389,2.37595073,-1.772227293,-1.77223078,-1.28433503,-1.278054631
0.00721269,-0.15556113,-0.775443471,-0.775430869,-1.398091678,-1.395231681
0.0236387,0.164737115,-1.488377722,-1.488375575,-1.278672125,-1.277911226
0.0498448,1.713455659,-3.168732911,-3.168715397,-2.832781707,-2.837356112
0.00591745,1.724727349,0.169888473,0.169995447,-0.914722891,-0.918753419
0.0281228,2.804967284,-1.204449376,-1.204544815,-0.697005844,-0.689983647
0.005472,0.401390656,-1.032574716,-1.032579394,-1.788934405,-1.785648268
0.00230756,1.348413032,0.89021934,0.890189414,-0.102325418,-0.10177931
0.00551889,0.305604759,-0.848193516,-0.848187304,-1.823764749,-1.822505244
0.00484209,1.443404556,0.296733236,0.296734417,-0.091435569,-0.093494212
0.016075,1.249711219,-2.061466426,-2.061429008,-2.569499553,-2.567420776
0.00791547,0.877485525,-0.470527178,-0.470533677,-0.648964301,-0.65623536
0.00674361,-0.665199109,-2.117908268,-2.117911243,-2.113766232,-2.115737241
0.0124237,1.317166289,-0.900107829,-0.900148135,-1.072773308,-1.062113978
0.0032224,-1.670068318,-1.979897119,-1.979924833,-2.531426503,-2.525738692
0.0106927,1.206581835,-1.135169281,-1.135121192,-1.226250186,-1.221078057
0.00345093,0.38538266,-0.396323607,-0.396341853,-1.129297247,-1.124331667
0.00271587,-0.694908671,-1.309632016,-1.309623057,-1.988152362,-1.983415247
0.00367845,-0.385887285,-1.223468883,-1.223473171,-1.890884937,-1.885945868
0.00370518,-0.649729899,-1.147853702,-1.147861058,-2.266688154,-2.262013329
0.00610812,1.008035613,-0.354644635,-0.35458894,-0.916263467,-0.919374376
0.0172372,1.453555038,-0.486036552,-0.486033021,-0.788917549,-0.785439254
0.00651468,1.675219362,0.722397598,0.722389518,-0.926014127,-0.93041031
0.0248993,1.940699272,-0.074012067,-0.074097844,-1.069337764,-1.074586596
0.072811,3.505172643,-1.472694339,-1.472687708,-1.817972459,-1.821651538
0.00206183,0.181882045,-0.174126879,-0.174152307,-0.987377768,-0.985374922
0.011704,1.65889426,-0.440119727,-0.440117945,-1.303964504,-1.292960791
0.0303624,1.404502474,-1.142253792,-1.142265969,-1.404109328,-1.415666382
0.00383681,0.978645164,0.227851167,0.22783701,-0.169874057,-0.171569129
0.0178122,1.477779451,-0.985451949,-0.985447258,-1.748186465,-1.752914947
0.00857005,2.105706973,0.778346428,0.778344028,-0.063597964,-0.063222472
0.00326089,-1.274952777,-1.782250946,-1.782066891,-1.931122697,-1.933355261
0.00231814,-0.216409081,-0.904901484,-0.904912724,-2.052345919,-2.051313083
0.00427616,0.174733871,-1.017685976,-1.017663911,-1.826660665,-1.816375916
0.0179551,1.626801142,-0.686768364,-0.686816326,-1.489898746,-1.492075203
0.00181966,0.066425885,-0.424825104,-0.42480522,-1.536765085,-1.530526097
0.009972,0.342683656,-0.915912035,-0.91592217,-1.648483273,-1.646795249
0.0222832,2.16048827,-0.459553149,-0.459426007,-1.648936181,-1.648279031
0.00800399,0.125800102,-1.615145601,-1.615139324,-1.908067736,-1.907600784
0.0238582,1.520754337,-0.937130198,-0.937141894,-0.92571313,-0.925007124
0.00404209,1.525983486,0.937478876,0.937486938,-0.76344317,-0.758818796
0.0040984,-0.545213079,-1.188954186,-1.18894336,-1.795375361,-1.790063422
0.0110678,1.212581445,-0.674886476,-0.67486716,-0.860202097,-0.86169485
0.0115742,2.807456085,0.669129124,0.669089123,-0.789752798,-0.796936404
0.00366461,-1.677373051,-2.254914636,-2.254915507,-2.658699478,-2.659625884
0.00262156,0.035504168,-0.884221201,-0.88421034,-1.494766563,-1.492399219
0.0602368,2.879383276,0.034593902,0.034590681,-1.214916816,-1.212734943
0.00722994,0.442269134,-0.87102529,-0.87103606,-1.758446748,-1.762940766
0.00287189,0.861785237,-0.094556846,-0.094616776,-0.556547155,-0.559180548
0.00753486,1.462891233,-0.234883216,-0.234837748,-1.189413969,-1.190792021
0.0207276,0.900748197,-1.502187616,-1.502184976,-1.589842026,-1.59338868
0.00922492,0.598576482,-1.160587235,-1.160565691,-1.256243625,-1.2515275
0.0254212,0.854923143,-2.514101816,-2.514105894,-3.067797565,-3.064529093
0.0095989,-0.199743821,-2.101465412,-2.101463606,-2.805563875,-2.797438194
0.0120079,0.507865778,-1.126873631,-1.126939742,-1.415790113,-1.415637012
0.0582212,2.304812709,-1.684911058,-1.684923056,-1.781160987,-1.780320447
0.00646874,1.806779484,-0.099900122,-0.099915374,-0.549799086,-0.551138793
0.018671,1.006663668,-0.523070788,-0.52309605,-0.935727154,-0.931722839
0.0367557,2.674989577,-0.716545035,-0.716594138,-0.431729265,-0.431704573
0.00182506,-2.266808329,-2.609691686,-2.60968917,-3.225951892,-3.223288258
0.0111929,2.370603136,0.629994426,0.629965426,-0.102898599,-0.099782938
0.0127706,2.611250555,0.395332768,0.395366635,0.221258747,0.226970518
0.0263618,2.756185399,-1.665211277,-1.665216013,-2.455780478,-2.462673811
0.00442824,-0.353224916,-0.964969637,-0.964964316,-2.072701691,-2.071967264
0.0243424,-0.731824314,-3.091452666,-3.091455316,-3.301064902,-3.306483512
0.00489706,0.664397365,-0.710582412,-0.710578171,-2.064029383,-2.064113056
0.00535055,-0.615202524,-1.776562531,-1.776559707,-2.409829884,-2.41391055
0.00486946,0.638859121,-0.294751803,-0.294749279,-1.396714052,-1.392028795
0.00387413,2.172232914,1.621141753,1.621115528,-0.172178991,-0.170325794
0.00564801,-0.644138315,-1.605007931,-1.605006271,-2.318709231,-2.324966385
0.00313783,0.202309076,-0.102949378,-0.102953486,-1.158653242,-1.155615402
0.00419866,1.005126645,-0.18063171,-0.180618155,-0.956800432,-0.958736077
0.0122392,1.518080661,-0.280355142,-0.28034709,-0.992622696,-0.991921185
0.00581487,0.203632397,-1.256932246,-1.256938097,-2.264149429,-2.270839451
0.00227378,-1.195727506,-1.479100082,-1.47905448,-1.78119844,-1.781607147
0.00441015,-0.198312814,-1.060464827,-1.060462263,-2.024582972,-2.022435914
0.00359377,-0.057399165,-0.871775409,-0.871766938,-1.789656395,-1.786698915
0.154291,2.924577763,-3.166366524,-3.166282868,-2.477838412,-2.437022115
0.0132773,0.074204632,-1.844772529,-1.84477078,-2.164472638,-2.162836911
0.00542538,-0.723488612,-1.650161382,-1.650153698,-2.304829039,-2.308526528
0.00585671,0.079297001,-1.122146036,-1.122137619,-1.777750264,-1.772305991
0.00727091,1.810599581,-0.215674551,-0.215647608,-1.183459252,-1.174212407
0.0309244,-0.485573033,-1.159555598,-1.15960264,-1.475548919,-1.461491279
0.0375457,0.675786862,-1.913284616,-1.913305841,-1.785519247,-1.784247636
0.0119909,0.464867554,-1.677341793,-1.677301728,-1.924443024,-1.92346405
0.00259783,0.304007209,-0.429965605,-0.42997115,-1.638717496,-1.634960619
0.0146898,2.150569226,-0.618288875,-0.618257451,-1.05391871,-1.05425618
0.00667294,-0.276246498,-1.446642774,-1.446656775,-2.056981584,-2.049424951
0.0131366,-0.545693841,-2.328549921,-2.328555981,-2.621412154,-2.6249521
0.00600222,0.582351545,-0.352577277,-0.352568859,-1.074226615,-1.072164057
0.00863126,-1.003690576,-1.921888599,-1.921897301,-2.388391464,-2.391147337
0.00600556,-0.027905459,-0.641806616,-0.6418027,-1.102020659,-1.096655967
0.00553654,1.021821569,1.236528052,1.23652193,1.833624864,1.812211926
0.00644604,0.426553366,0.262721135,0.262720035,0.628209627,0.605855359
0.00160375,-0.281788428,-0.450636175,-0.450630397,0.063029659,0.051090613
0.0101096,0.122137358,0.148134241,0.148126883,1.216704249,1.191594447
0.00100989,-0.457901128,-0.459838571,-0.459834643,0.701658675,0.688203883
0.00134389,-1.412169975,-1.363786281,-1.363776592,-0.855610007,-0.867563135
0.00135156,-0.694442777,-0.6132681,-0.613252941,0.968709708,0.955909667
0.0120389,1.667114862,1.591929066,1.591938119,1.992755811,1.96408748
0.00988244,-0.004940505,0.271216439,0.271231346,2.121801973,2.102265277
0.0025571,0.172388447,0.13686269,0.136868692,0.418166631,0.397959564
0.00247185,0.38497131,0.606832138,0.606830575,2.155428909,2.14221448
0.00170469,-1.241743167,-1.244773949,-1.244766155,0.511603983,0.496901572
0.0242939,0.299760439,0.424959467,0.424952565,1.689940343,1.582453351
0.00151707,-0.26304554,-0.133072881,-0.133056594,1.175847492,1.163532497
0.00452716,1.052252537,1.108661891,1.108657465,1.665243151,1.642819842
0.00897383,-1.239502661,-1.196082062,-1.196083939,0.440608198,0.402055313
0.0124031,1.097947481,1.357618319,1.3576055,1.921806607,1.888826435
0.00133608,1.123157931,1.135278319,1.135309231,1.533852363,1.523581464
0.00781654,0.979138841,-0.034782731,-0.034776872,0.61259466,0.586445562
0.00647125,0.453719896,0.506306952,0.506305776,0.759506512,0.732636598
0.00116493,-0.671882541,-0.671882541,-0.671882541,0.496950816,0.480674543
0.000862542,-1.512886181,-1.512886181,-1.512886181,-1.205803229,-1.216137812
0.00127551,-0.07557741,-0.076328238,-0.076329786,0.560935604,0.550017252
0.00256858,0.022813824,0.028265784,0.028264726,1.189091844,1.175286996
0.00439758,1.151455059,0.625044452,0.625044968,0.128641949,0.10878101
0.00244388,-0.211961225,-0.36045506,-0.360462388,0.444513589,0.425690522
0.00242744,1.22543407,1.104776847,1.104774798,2.515742308,2.505152793
0.00235241,0.024030091,0.002659952,0.002656114,1.100476641,1.08813024
0.000924079,-0.633440502,-0.633440502,-0.633440502,0.674374856,0.666087507
0.00208215,0.014092574,0.072822941,0.072827454,0.510294279,0.491131576
0.00244721,-0.16260493,-0.118624505,-0.118624392,1.340807712,1.32441834
0.000848441,-1.481335395,-1.481335395,-1.481335395,0.235453439,0.225521751
0.00250119,0.181112733,-0.037554284,-0.037553396,0.606692464,0.590981938
0.00224922,1.144331161,1.117855114,1.117851751,1.41219217,1.400715035
0.00215384,-0.083366311,-0.005255171,-0.005236338,0.877661251,0.863166328
0.00298171,-1.063167958,-0.96413354,-0.964147735,0.983346161,0.967347772
0.00198594,1.061161916,0.979085698,0.979086809,1.790567317,1.780115996
0.00297768,-0.973040769,-0.911631108,-0.911629814,-0.130613825,-0.147040098
0.0100076,0.964018086,1.497333565,1.497325907,2.537686807,2.49726629
0.00241687,0.662749787,0.572046557,0.572049566,1.651360251,1.633949002
0.00380455,0.054454009,0.091193427,0.091201141,0.189430572,0.171981419
0.00167605,1.205318126,1.232676608,1.232664567,2.399240086,2.385934063
0.00863907,1.284112177,1.379418847,1.379410736,1.543310627,1.518582414
0.00321042,-0.214530181,-0.555505205,-0.555509308,0.458248894,0.446005145
0.00382783,0.419663594,0.66027147,0.660268303,2.024722627,2.005152022
0.00104214,-0.607047107,-0.643323575,-0.643320328,1.055687829,1.04375698
0.00167841,0.070836187,0.057599469,0.057593524,0.747947446,0.736581602
0.00183701,-0.18232826,-0.38306576,-0.38305164,0.84483754,0.832156858
0.00181747,0.014932207,0.125230726,0.12521813,1.158697457,1.147130541
0.00164595,0.355497559,0.357099609,0.357100638,0.592514758,0.578219005
0.00287628,0.589309997,0.043913512,0.043910182,0.733570468,0.713960409
0.00138103,0.23283079,0.360265686,0.360247015,1.533430827,1.519858306
0.0133041,0.486175305,0.234555394,0.234561007,1.48056341,1.437018483
0.00176888,0.335097794,0.265706865,0.265708127,0.904388239,0.887987137
0.0185454,-0.032844317,-0.23147428,-0.231477862,0.87108229,0.711707829
0.0150383,0.232409913,0.708776398,0.70878033,2.043675894,1.999316344
0.00332388,-0.096760282,-0.283954373,-0.283943983,-0.41540567,-0.431729322
0.00172914,-0.246773478,-0.168758349,-0.168780346,0.771642117,0.753980848
0.00274145,-0.224907988,-0.337056761,-0.337073019,-0.692815929,-0.702080145
0.0010398,-0.57160796,-0.560337762,-0.560333207,0.409555347,0.402089329
0.00632076,2.749798468,2.703698723,2.703705806,3.587667661,3.570242052
0.00114233,0.91606529,0.945528874,0.945524223,1.194930824,1.184623831
0.00175812,-0.832210286,-0.834638095,-0.834654676,-1.026613533,-1.038228895
0.00120251,-0.09344438,-0.09344438,-0.09344438,1.357837975,1.349167115
0.00131336,-0.694709487,-0.66893927,-0.668938672,-0.106581034,-0.117138179
0.0023184,-0.670445831,-0.633792769,-0.633792368,0.259335228,0.242788794
0.00112542,0.800080352,0.849823705,0.849807031,1.725948378,1.718074054
0.00196043,-0.466282085,-0.53140729,-0.531411924,-0.162876156,-0.173851066
0.00142852,0.567111208,0.4201857,0.420190351,1.267786378,1.255789362
0.00253852,-1.424699826,-1.175756952,-1.175758333,0.887005195,0.871963948
0.00266858,0.042375659,0.126066665,0.126064141,1.452672481,1.441685927
0.00166188,0.745993507,0.710333232,0.710331579,2.105980249,2.091762888
0.00173155,0.325602436,0.486237837,0.486232562,2.757889178,2.743921536
0.00120395,0.31950318,0.345658156,0.34564434,1.489619314,1.475482127
0.00364852,0.178455308,0.236862339,0.236847144,2.306010443,2.291851395
0.00134291,-0.166695202,-0.135432491,-0.135437618,0.3266514,0.316700914
0.00189908,-0.479754734,-0.478854958,-0.478852243,0.69852716,0.683999982
0.00229248,-0.205905122,-0.179239184,-0.179247202,1.016359887,1.004058787
0.00163508,0.486146367,0.490069656,0.490063965,1.02207752,1.006287149
0.00251577,0.005936598,0.021675501,0.021672754,0.280550339,0.261557429
0.00372254,0.14213515,0.133485115,0.133481201,0.09315146,1.078508582
0.00550044,0.472769072,0.181509673,0.181518065,0.905954406,1.016693819
0.0041503,0.120881904,0.161857654,0.161855956,2.006381841,2.523403098
0.00506723,0.535610841,0.745593358,0.745570885,0.896266268,0.939280226
0.00507188,0.830911953,0.914617207,0.914604227,1.824681237,1.966033163
0.00483219,1.406304438,1.443152815,1.443153953,2.006129245,2.653197109
0.00629482,-0.912572495,-0.69848095,-0.698494278,0.549725442,0.885971284
0.00714864,0.151210951,0.3168242,0.316813961,1.949020621,1.957249479
0.00364526,0.568595712,0.65663347,0.656641061,1.145169157,1.810649214
0.00364643,0.467682692,0.327293413,0.327294054,0.628456757,0.940279949
0.00278849,-0.087076547,-0.093276013,-0.093279607,1.142156053,1.216516175
0.00571363,1.588766039,0.89628834,0.896257395,1.15828303,1.536614968
0.00798653,0.724177643,0.785610805,0.785597514,1.657783145,2.179928848
0.00621903,-0.799207555,-0.741594173,-0.741607651,0.676325336,0.914648623
0.00819617,-0.077559484,-0.724965816,-0.724957366,0.341520961,0.626463442
0.0145901,0.633027873,0.774322059,0.774319363,1.432759234,1.890283871
0.00313077,1.643753632,1.249127122,1.249122582,1.49229722,1.584963045
0.00511772,-1.231913046,-1.205334684,-1.205333623,0.048183789,0.159382959
0.00395477,-0.960410047,-0.891193688,-0.891201288,-0.110656332,0.514623304
0.0146811,-0.174466436,-0.30889028,-0.308891149,0.384766355,0.338624215
0.00210631,-0.394016684,-0.166547421,-0.166572373,0.703924521,0.768160995
0.00159722,-0.213558603,-0.220705911,-0.220707194,0.665155248,1.010638668
0.00917767,0.311504564,0.179971044,0.17996009,1.403369889,1.548373613
0.00713479,0.299926219,-0.009315672,-0.009318935,0.575490573,0.563241035
0.00495764,-0.43510219,-0.60195551,-0.601954694,0.206791075,0.214645747
0.00379447,1.261800351,1.112171053,1.112171228,0.970292513,1.675053282
0.0017095,-0.6043413,-0.527111517,-0.527114255,1.545999893,1.833834578
0.00552047,0.12963506,0.117668149,0.117650424,1.265666596,1.270041515
0.0024129,-0.932961817,-0.845664332,-0.845666665,1.480683208,2.1923274
0.00373697,-0.346702471,-0.376832722,-0.376825078,0.004349139,0.163761339
0.00176823,0.602475517,0.606768818,0.606764536,1.556025425,2.019432714
0.00753767,-0.753682601,-0.642717374,-0.642725292,0.228854424,0.331919897
0.00275104,-0.690908434,-0.662261542,-0.662261769,0.748535913,1.110083753
0.00661589,0.031810812,0.100726599,0.100727842,1.390663525,1.794910251
0.00523104,0.748486257,0.750341441,0.750342914,1.801257869,2.083783587
0.00282674,-0.702901655,-0.613813557,-0.613812881,1.277310097,1.723974642
0.00674986,1.707366736,0.722328003,0.722326503,1.488774883,1.480399601
0.00450429,-0.770902002,-0.790134816,-0.79012667,-0.379215189,0.096025626
0.00557725,0.393555878,0.276419878,0.276427887,0.308283269,0.340955704
0.00407608,0.457515068,0.315957599,0.315958413,1.24172008,1.571226332
0.00847848,0.616287967,0.743458012,0.743449289,1.324523502,1.494116611
0.00816179,-1.184929069,-1.14891781,-1.148916973,0.102449018,0.853826816
0.00812661,1.194508626,0.383686835,0.383682568,1.395986854,1.37011909
0.0048138,-0.249256292,-0.256739183,-0.256739472,0.82715271,0.883480954
0.00376779,0.05303534,-0.383268034,-0.383272607,-0.404795552,0.01328778
0.00181053,0.953499914,0.846567194,0.846565635,1.796273897,2.242420463
0.00548309,0.644121449,0.856957388,0.856934163,1.969032195,2.09593539
0.00614185,1.325563061,1.008685771,1.008686269,1.966685032,2.019761001
0.00698311,2.660248821,2.076462478,2.076461058,2.632608448,2.7936169
0.00648141,-0.682230912,-0.755700453,-0.755695468,0.647864228,1.096089133
0.0036619,-0.088226504,-0.06346914,-0.063472027,0.757252222,1.034726357
0.00431222,0.164418331,0.201349242,0.201358627,1.897994374,2.352899979
0.00308174,-1.383510514,-1.383510514,-1.383510514,-0.169442506,0.069126943
0.00345955,0.473008722,0.545375723,0.545373993,1.77924585,1.782563096
0.0111207,2.792678557,0.55444735,0.554436856,0.552960792,0.533097417
0.00624122,0.428487001,0.382574357,0.382568997,0.55573593,1.486706199
0.00317866,-1.246703435,-1.224431801,-1.224425441,0.042458877,0.659640529
0.00573702,0.019609127,0.160351482,0.160333976,1.362072128,1.769173289
0.0234651,0.408133896,-0.101655116,-0.101645131,0.006718325,-0.19956577
0.00300284,-1.110997567,-1.232729222,-1.232727357,-0.193330832,-0.063010871
0.0026564,1.192380538,1.116243461,1.116247409,1.932248875,2.437757587
0.0044248,1.299727723,1.047647124,1.047642963,1.682755809,1.695622716
0.00559263,0.20556535,0.292982488,0.292965294,2.495615924,2.488666127
0.00709124,0.190840909,0.163144671,0.163141696,1.249318462,1.536291571
0.00541537,0.955876778,0.82188298,0.821876333,2.01400749,2.01844437
0.00337095,0.064778682,0.231347071,0.23133601,1.892500822,1.934277999
0.00648993,0.161876049,-0.145787088,-0.14577571,-0.757808972,-0.762136806
0.00201541,1.161615137,1.229929755,1.229931339,2.339535805,2.485002222
0.00309951,0.81244005,0.857165751,0.857166379,1.209847808,1.479397483
0.00811146,1.844332143,1.88442238,1.884421873,3.042689515,3.304187248
0.0041891,-0.024649128,-0.149995905,-0.149995501,0.786540821,0.928318591
0.00382566,0.085470438,0.213977156,0.213974356,1.792195128,1.83321606
0.00558304,-1.349785744,-1.290714911,-1.290715836,0.885434996,1.73594697
0.00201347,0.285096833,0.326300066,0.326293187,1.224252323,1.530015994
0.362444,2.363780664,-2.045766509,-1.835535242,-0.725075932,0.533618437
0.286338,1.926819232,-2.00933188,-2.073682712,-0.145637339,0.531551987
0.0324815,3.897186419,1.446510109,1.64783002,2.185289254,1.769296292
0.00814388,0.177240188,-0.014617783,-0.014640143,1.477662806,1.788430984
0.00450984,-0.994824743,-1.497495619,-1.497487483,0.457840307,0.391463879
0.00554693,1.814451634,1.955373204,1.95534781,2.598607085,2.55477242
0.00809524,2.669972474,0.831003968,0.830995176,0.257164712,0.408594816
0.0028188,1.052510425,0.938269594,0.938269193,2.014594481,1.902696347
0.029165,1.439357145,0.124311073,0.084197161,0.850703749,0.604698237
0.00771663,1.678599517,0.861071819,0.861070768,1.371695139,1.411363296
0.00556437,1.932615843,2.038825083,2.038831204,1.963818886,2.167464675
0.00623465,1.108245302,0.183613601,0.183621448,0.479166542,0.568014828
0.0848904,3.250001977,-0.591610985,0.670694083,0.774915217,1.227428019
0.192374,1.665453628,-1.983514016,-0.380081591,-1.195541265,0.484861678
0.00581054,0.108926913,-0.267437913,-0.267446167,0.914564607,1.050897319
0.00726429,0.333085515,0.100573513,0.100574846,0.264949611,0.966298616
0.00798255,-0.207759413,-0.252722812,-0.25272748,0.398313848,0.608675352
0.0157756,2.054080727,1.168584513,1.168582988,0.872621954,0.817258295
0.0276232,0.536969544,0.372003187,0.268768012,1.763947953,1.407208228
0.00346757,1.412702938,1.443900576,1.443898551,1.806620433,2.226115582
0.00480355,0.097886204,-0.107193288,-0.107177502,0.733403318,0.858167491
0.00787663,0.569361193,0.422466381,0.422475276,0.514620846,0.938246836
0.00534757,0.896707669,0.752773118,0.752780299,1.462687099,1.482133981
0.00401839,1.72364977,1.556909617,1.556913237,1.997406928,2.5663477
0.00634432,1.542764383,1.153146406,1.153153353,1.483150863,1.803428066
0.00370012,-0.398372701,-0.527303279,-0.527308812,0.451984141,0.514809257
0.0126596,0.27203184,-0.460080203,-0.460065908,-0.302587816,-0.165870576
0.00221791,-0.388917543,-0.404748814,-0.40475238,0.000236881,0.699734888
0.00388052,0.542840755,0.130250332,0.130242822,0.481416928,0.849812107
0.0745813,2.186398788,2.314187479,2.090862731,2.834648904,2.72515667
0.00223682,0.964976734,0.949251582,0.949253532,1.755906232,1.813140984
0.00412955,-0.751057898,-0.799367594,-0.79936996,-0.924494977,-0.79041273
0.00591723,-0.083384662,-0.144395747,-0.144395922,-0.137595275,0.784529494
0.0868309,0.65704447,-1.083133545,0.106510134,-0.082186159,0.811390425
0.0609975,2.221115195,1.231656473,0.883021103,1.546096863,1.227208557
0.0065673,1.346568737,1.696068408,1.696052579,3.08442729,3.344497779
0.0078594,-0.718271923,-0.681358702,-0.681355808,0.029185075,0.124752125
0.018845,1.645555167,0.622215715,0.622210306,1.57220038,1.517501919
0.00415992,0.135141398,0.088792373,0.088798511,0.86993567,1.120374576
0.00788047,-0.273724917,-0.234521728,-0.234527729,0.11510259,0.51970301
0.00996297,-0.471523548,-0.533353095,-0.533351866,0.48781993,0.787069177
0.00441927,-1.08833069,-0.913274291,-0.913292338,0.712663092,0.776156693
0.00321702,-1.979741738,-1.979741738,-1.979741738,-1.402958047,0.037670077
0.00488845,-0.127192215,-0.149694762,-0.149693474,0.46339987,0.47227038
0.0072175,-1.324978476,-1.361143693,-1.361142628,-0.904607998,-0.227521927
0.00264227,-0.363098004,-0.39037045,-0.390368005,-0.004420313,0.214124499
0.011929,-0.591942079,-0.496431582,-0.496436356,-0.018577093,0.122430833
0.0056629,1.797590695,1.22269808,1.222678673,0.942822068,0.959941332
0.00597504,-0.112569635,-0.114113733,-0.11411518,0.81325108,1.658708244
0.00551517,2.238044516,1.811795273,1.811785085,1.454627286,1.49154761
0.00486637,0.32504714,0.297045938,0.297046261,1.455920331,1.576525379
0.133379,2.667119569,-0.714742521,-0.381503015,-0.130445671,0.675909382
0.00681176,0.688034653,0.743869189,0.743853931,0.688288372,0.620431588
0.0101463,0.120019598,-0.66721722,-0.66723897,-0.030710691,0.34150228
0.0217279,1.0422807,0.827270044,0.827266029,1.676216357,1.299259172
0.0154311,0.431858626,0.169897711,0.169898249,0.236284389,0.310793722
0.00834967,2.778105939,2.879658371,2.879655638,1.153282859,1.424823039
0.0231234,3.398657939,2.935422934,2.914373666,2.992887307,3.0468089
0.00317684,-0.179245172,-0.315621383,-0.315608485,-0.299297417,-0.420435743
0.00517183,0.662817969,0.571604909,0.571608119,0.791103341,1.178450651
0.00257491,0.23286991,0.247234012,0.247236161,1.230369002,1.635304793
0.00645027,0.352395143,0.310507035,0.310504739,0.530942067,0.572704447
0.00254609,1.164236261,1.032958175,1.032961292,0.941176146,1.034741674
0.00578534,-0.095586336,-0.01038823,-0.01037862,0.329199772,1.023086347
0.00493178,-1.605096196,-1.605096196,-1.605096196,-0.034934916,-0.454747016
0.00614749,1.402297413,1.261262484,1.261252148,0.956283688,1.427809895
0.00318664,-0.706412447,-0.860805661,-0.860794359,-0.57510639,-0.527930894
0.00802238,0.798065987,0.743158474,0.743161136,0.696079438,1.273082759
0.00222062,-0.225385337,-0.176936092,-0.176934871,1.027104279,1.386451375
0.0332587,1.810064587,0.459158749,0.368374956,0.65020393,0.52664417
0.00658001,1.206049513,0.738599561,0.738594209,1.740420273,1.913015847
0.00540565,-0.293424641,-0.293424641,-0.293424641,0.364283813,0.954433693
0.0120797,1.200600887,0.986624223,0.986625583,0.882402468,1.12752078
0.00690546,2.08454868,2.08914874,2.089146612,1.966106923,2.894913261
0.00605411,0.287680104,0.292254372,0.292256836,1.082777866,1.791058125
0.0049227,0.11669812,0.007537049,0.007532092,0.479263328,0.48106264
0.049702,2.959764437,0.653270184,0.546759372,0.703377422,0.629883853
0.00511491,0.997646058,0.872907983,0.872914435,1.203804725,1.095595754
0.00528034,-0.178809529,-0.217873067,-0.217873394,-0.40556213,-0.094181119
0.182658,2.848051366,-1.6415487,-1.059028588,-0.683271643,-0.099718876
0.00519683,0.838631094,0.841745994,0.841745815,0.776069301,1.031029627
0.00887572,1.165592666,0.600166219,0.600167944,1.301802583,1.364414979
0.00393158,-0.204890268,-0.151643175,-0.151642869,1.786337808,2.086350297
0.0043169,-0.128930057,-0.011886789,-0.011894207,0.24186673,0.274847644
0.00681514,-1.610857616,-1.664094283,-1.664091118,-1.29524952,-0.66504945
0.00649823,-0.55181463,-0.513557111,-0.513555653,0.016267391,0.233096762
0.00573149,-0.533436214,-0.428202867,-0.428204843,0.11325749,0.097733134
0.00638305,0.855384931,1.076150355,1.076157042,1.323507152,1.630118248
0.00390908,0.934830869,0.555243494,0.555209302,0.683285314,0.884034831
0.0055392,0.523441359,0.839151859,0.839148094,2.503418907,2.564307258
0.00439282,0.719183268,0.507209619,0.507211176,0.783782723,0.85896329
0.00402236,0.222532133,0.270745156,0.270743392,0.758000354,1.151061004
0.00797824,-0.264781726,-0.283440884,-0.283443334,0.336665849,0.868925848
0.00519836,0.834571439,0.59123359,0.591232454,0.736510828,0.979365049
0.00439406,0.11260255,0.115853668,0.115850578,0.978307625,1.675942562
0.00280144,0.429990458,0.462829048,0.462828353,1.15452889,1.325252237
0.00460178,1.237000306,1.027822611,1.027821793,0.505713867,0.660736918
0.0336586,0.76836035,0.854376391,0.737421681,1.038188908,1.296869235
0.0123695,-0.222385787,-0.615656714,-0.615655728,0.317483496,0.338868505
0.00586342,-0.689719195,-0.689719195,-0.689719195,0.164103805,0.581981425
0.00307075,1.872378499,1.980139158,1.98014257,1.721789331,2.027969534
0.00389644,-1.253326785,-1.269414891,-1.269412687,-0.413636647,-0.305197484
0.00770319,0.583731576,0.262446997,0.262444314,0.420014518,0.935269403
0.00695006,0.95797668,0.787631223,0.787633882,0.915434999,1.202901966
0.00646522,-0.084013905,-0.160368641,-0.160369437,0.205325602,0.298511153
0.0129237,0.452935246,0.060412622,0.060409673,-0.243202146,-0.065110374
0.043562,-0.086082362,-0.429327893,-0.355246249,-0.385317113,0.096529176
0.0236201,0.238912121,-0.332410178,-0.332411084,0.147553085,0.08373979
0.00674589,0.53415352,0.38403134,0.384035778,0.081488464,0.201891312
0.00623287,0.431174886,0.443866138,0.44386329,0.692103383,1.032293005
0.00272361,0.113782508,0.157684164,0.157681655,1.337304818,2.065404898
0.00257239,0.909257267,0.779493004,0.779491193,1.084823997,1.56122521
0.00693444,0.16402738,0.043240107,0.043253089,-0.392352338,0.478202523
0.00358315,1.567318099,1.498594793,1.49860177,1.38019345,1.888009138
0.00470492,0.641431714,0.644305596,0.644303143,0.428834335,1.327609339
0.0363202,1.927665808,1.824854919,1.719396415,1.794651274,2.120774575
0.00396631,0.089899248,-0.060171345,-0.060163122,-0.258637657,-0.058270672
0.00824833,0.857434303,0.521161172,0.521140639,-0.040182202,-0.01636938
0.00134344,1.21102818,1.220455135,1.220455854,1.968243176,2.705439545
